상품ID,원본URL,순위,분류,브랜드,상품명,할인율,할인가,총용량(g),단위가격(100g),리뷰수,평균별점
1271023636,https://www.coupang.com/vp/products/1271023636?itemId=2275667037&vendorItemId=70272921526&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=30&rank=30,31,달걀,곰곰,곰곰 무항생제 1등급 신선한 특란 15구,,6690,1500,446,"7,371",4.72
6295645003,https://www.coupang.com/vp/products/6295645003?itemId=12990874163&vendorItemId=80254701091&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=31&rank=31,32,달걀,곰곰,곰곰 동물복지 백색 유정란 대란,,12400,3002,413,"4,255",4.69
7702155867,https://www.coupang.com/vp/products/7702155867?itemId=20624592146&vendorItemId=87698705805&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=32&rank=32,33,달걀,곰곰,곰곰 무항생제 1등급 대란,,9310,3003,310,585,4.73
5602738844,https://www.coupang.com/vp/products/5602738844?itemId=9028684928&vendorItemId=76315120754&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=33&rank=33,34,달걀,곰곰,곰곰 동물복지 백색유정란 15구,,7210,1499,481,"3,059",4.64
1194639177,https://www.coupang.com/vp/products/1194639177?itemId=2177439168&vendorItemId=70175514685&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=53310b872219378&sourceType=search&itemsCount=36&searchRank=44&rank=44,44,달걀,곰곰,"곰곰 촉촉 반숙란 (냉장), 15구, 1개",31.0,7490,1501,499,"159,520",4.7
1354181605,https://www.coupang.com/vp/products/1354181605?itemId=13079252201&vendorItemId=80340874439&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=53310b872219378&sourceType=search&itemsCount=36&searchRank=49&rank=49,49,달걀,곰곰,"곰곰 맥반석 구운란, 15구, 1개",,7370,1501,491,"148,212",4.68
6215281054,https://www.coupang.com/vp/products/6215281054?itemId=21713536589&vendorItemId=88762908262&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=43c403da666731&sourceType=search&itemsCount=36&searchRank=72&rank=72,72,달걀,곰곰,"곰곰 누들 밀 떡볶이떡 (냉장), 500g, 1개",,2650,500,530,"7,230",4.71
8179077833,https://www.coupang.com/vp/products/8179077833?itemId=24190542505&vendorItemId=91208283794&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=43c403da666731&sourceType=search&itemsCount=36&searchRank=74&rank=74,74,달걀,곰곰,"곰곰 에그크림쿠키, 270g, 6개",,16090,1625,990,837,4.63
5800539462,https://www.coupang.com/vp/products/5800539462?itemId=19224121392&vendorItemId=86340799356&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=43c403da666731&sourceType=search&itemsCount=36&searchRank=75&rank=75,75,달걀,곰곰,곰곰 곶감호박찰떡 (냉동),,20770,1349,1540,"2,771",4.65
8690564672,https://www.coupang.com/vp/products/8690564672?itemId=25566620893&vendorItemId=92557813547&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=43c403da666731&sourceType=search&itemsCount=36&searchRank=84&rank=84,84,달걀,곰곰,"곰곰 블루베리 토핑잼 스텐딩 파우치, 1kg, 2개",36.0,24260,2000,1213,29,4.94
8262606279,https://www.coupang.com/vp/products/8262606279?itemId=23804340478&vendorItemId=90828225691&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=43c403da666731&sourceType=search&itemsCount=36&searchRank=88&rank=88,88,달걀,곰곰,"곰곰 국내산 통오리 (냉장), 2.2kg, 1개",12.0,20030,2201,910,"1,155",4.76
7809573482,https://www.coupang.com/vp/products/7809573482?itemId=21678372139&vendorItemId=88728536363&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=43c403da666731&sourceType=search&itemsCount=36&searchRank=97&rank=97,97,달걀,곰곰,"곰곰 호주산 소고기 홍두깨살 육전용, 400g, 2팩",13.0,27720,800,3465,722,4.63
7788383542,https://www.coupang.com/vp/products/7788383542?itemId=21065294656&vendorItemId=88127575984&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=0&rank=0,1,수산,곰곰,"곰곰 흰다리 새우, 200g, 1개",40.0,4740,200,2370,"24,131",4.78
7621402287,https://www.coupang.com/vp/products/7621402287?itemId=932098580&vendorItemId=5310990221&pickType=COU_PICK&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=1&rank=1,2,수산,곰곰,"곰곰 냉동 흰다리 새우살, 300g(24~33미), 1개",32.0,7390,300,2463,"115,861",4.77
8026212445,https://www.coupang.com/vp/products/8026212445?itemId=24878977517&vendorItemId=91885785594&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=3&rank=3,4,수산,곰곰,"곰곰 국산 참 바지락 (냉장), 500g, 1개",,8840,500,1768,"5,975",4.5
6696946320,https://www.coupang.com/vp/products/6696946320?itemId=1038248511&vendorItemId=5493602082&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=4&rank=4,5,수산,곰곰,"곰곰 노르웨이 간고등어살, 1kg, 1개",33.0,19970,1000,1997,"100,541",4.7
7520904011,https://www.coupang.com/vp/products/7520904011?itemId=22890693185&vendorItemId=89925263734&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=7&rank=7,8,수산,곰곰,"곰곰 손질된 가리비 관자살 (냉동), 200g, 1개",50.0,4990,200,2495,"5,754",4.72
7718442558,https://www.coupang.com/vp/products/7718442558?itemId=20835760506&vendorItemId=87903543045&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=8&rank=8,9,수산,곰곰,"곰곰 손질 통오징어, 320g, 2팩",23.0,12650,640,1977,"15,847",4.63
8289531421,https://www.coupang.com/vp/products/8289531421?itemId=23905822997&vendorItemId=90928275833&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=11&rank=11,12,수산,곰곰,"곰곰 간편한끼 날치알 레드 (냉동), 120g, 1개",47.0,4640,120,3867,"3,130",4.81
7727956149,https://www.coupang.com/vp/products/7727956149?itemId=20758261666&vendorItemId=87828481814&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=12&rank=12,13,수산,곰곰,"곰곰 훈제 연어 슬라이스 (냉동), 500g, 1개",,16690,500,3338,"7,981",4.78
5581063335,https://www.coupang.com/vp/products/5581063335?itemId=8919110619&vendorItemId=76205707091&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=13&rank=13,14,수산,곰곰,"곰곰 작은 생새우(냉동), 600g(94~120미), 1개",31.0,13540,600,2257,"10,199",4.78
9071580012,https://www.coupang.com/vp/products/9071580012?itemId=9398874212&vendorItemId=76683880854&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=14&rank=14,15,수산,곰곰,"곰곰 모둠 해물 (냉동), 800g, 1개",40.0,8350,800,1044,"27,014",4.38
8054324050,https://www.coupang.com/vp/products/8054324050?itemId=22601255061&vendorItemId=89642902478&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=16&rank=16,17,수산,곰곰,"곰곰 오징어링(냉동), 400g, 1개",30.0,6250,400,1563,"2,432",4.33
6204405267,https://www.coupang.com/vp/products/6204405267?itemId=12329916451&vendorItemId=79599909739&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=17&rank=17,18,수산,곰곰,"곰곰 생굴, 500g, 1개",39.0,10150,500,2030,"3,273",4.55
5685063209,https://www.coupang.com/vp/products/5685063209?itemId=9398878859&vendorItemId=76683884083&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=18&rank=18,19,수산,곰곰,"곰곰 간편한 손질 새우살 35미~50미(냉동), 300g, 1개",30.0,6280,300,2093,"9,695",4.76
7292524475,https://www.coupang.com/vp/products/7292524475?itemId=18642455537&vendorItemId=85777529137&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=20&rank=20,21,수산,곰곰,"곰곰 염장미역줄기, 300g, 1개",,2400,300,800,"15,207",4.74
8026212467,https://www.coupang.com/vp/products/8026212467?itemId=22432320448&vendorItemId=89476952578&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=21&rank=21,22,수산,곰곰,"곰곰 국산 논 우렁살, 180g, 1개",51.0,4320,180,2400,"2,795",4.77
6147068209,https://www.coupang.com/vp/products/6147068209?itemId=11837320771&vendorItemId=79110694558&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=22&rank=22,23,수산,곰곰,"곰곰 직접썰은 동태포 (냉동), 600g, 1개",7.0,8460,600,1410,"9,986",4.57
7927651779,https://www.coupang.com/vp/products/7927651779?itemId=21797577180&vendorItemId=88127575592&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=24&rank=24,25,수산,곰곰,"곰곰 흰다리 새우, 1000g, 1개",29.0,21190,1000,2119,"4,626",4.8
9169646884,https://www.coupang.com/vp/products/9169646884?itemId=27014796588&vendorItemId=93983430828&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=25&rank=25,26,수산,곰곰,"곰곰 급냉한 순살전복 (냉동), 1개, 120g(4~5미 / 내장)",40.0,11850,120,9875,220,4.64
190764313,https://www.coupang.com/vp/products/190764313?itemId=1047435127&vendorItemId=5510897726&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=27&rank=27,28,수산,곰곰,"곰곰 순살 고등어, 500g, 1개",26.0,10190,500,2038,"7,213",4.53
5510955000,https://www.coupang.com/vp/products/5510955000?itemId=11837320813&vendorItemId=79110694597&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=28&rank=28,29,수산,곰곰,"곰곰 토막 코다리 (냉동), 1kg, 1개",48.0,8690,1000,869,"10,715",4.67
8749947569,https://www.coupang.com/vp/products/8749947569?itemId=25436521963&vendorItemId=92429482430&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=30&rank=30,31,수산,곰곰,"곰곰 국산 오만둥이, 1개, 700g",43.0,5580,700,797,572,4.74
7621402282,https://www.coupang.com/vp/products/7621402282?itemId=6051828067&vendorItemId=73349071541&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=31&rank=31,32,수산,곰곰,"곰곰 가득담은 칵테일 새우 (냉동), 900g, 1개",25.0,18190,900,2021,"20,352",4.8
6528225450,https://www.coupang.com/vp/products/6528225450?itemId=14489103786&vendorItemId=81732288474&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=32&rank=32,33,수산,곰곰,"곰곰 요리하기 편한 절단낙지 (냉동), 500g, 1개",16.0,10790,500,2160,"2,154",4.61
8289531426,https://www.coupang.com/vp/products/8289531426?itemId=23905823015&vendorItemId=90928275847&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=34&rank=34,35,수산,곰곰,"곰곰 톡톡 날치알 골드 (냉동), 500g, 1개",40.0,9530,500,1906,818,4.79
8289531420,https://www.coupang.com/vp/products/8289531420?itemId=23905822991&vendorItemId=90928275822&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=9c952cb32249238&sourceType=search&itemsCount=36&searchRank=35&rank=35,36,수산,곰곰,"곰곰 간편한끼 날치알 골드 (냉동), 120g, 1개",43.0,4990,120,4158,"1,599",4.81
8750394700,https://www.coupang.com/vp/products/8750394700?itemId=25437803268&vendorItemId=92430732465&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=37&rank=37,38,수산,곰곰,"곰곰 백합조개 (냉장), 1개, 500g",49.0,3980,500,796,557,4.59
8026212464,https://www.coupang.com/vp/products/8026212464?itemId=22432320420&vendorItemId=89476952557&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=39&rank=39,40,수산,곰곰,"곰곰 국산 동죽 조개, 1kg, 1개",36.0,8890,1000,889,951,4.57
8289531416,https://www.coupang.com/vp/products/8289531416?itemId=23905822989&vendorItemId=90928275815&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=42&rank=42,43,수산,곰곰,"곰곰 톡톡 날치알 레드 (냉동), 500g, 1개",40.0,9460,500,1892,887,4.79
1605339948,https://www.coupang.com/vp/products/1605339948?itemId=14990310720&vendorItemId=82213277260&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=44&rank=44,45,수산,곰곰,"곰곰 국산 손질 오징어, 250g, 1개",56.0,6990,250,2796,"10,739",4.7
8582746465,https://www.coupang.com/vp/products/8582746465?itemId=24878977546&vendorItemId=91885785630&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=45&rank=45,46,수산,곰곰,"곰곰 국산 바지락 살 (냉장), 1개, 200g",2.0,16490,200,8245,477,4.52
8744950068,https://www.coupang.com/vp/products/8744950068?itemId=25416546208&vendorItemId=92409832780&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=46&rank=46,47,수산,곰곰,"곰곰 자숙 가리비살 (냉동), 1개, 500g",41.0,5750,500,1150,898,4.34
6121739409,https://www.coupang.com/vp/products/6121739409?itemId=15093273565&vendorItemId=82315339322&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=47&rank=47,48,수산,곰곰,"곰곰 간편하게 자른 오징어 (냉동), 300g, 1개",27.0,7160,300,2387,"5,639",4.62
8599639686,https://www.coupang.com/vp/products/8599639686?itemId=24935537819&vendorItemId=91941631485&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=50&rank=50,51,수산,곰곰,"곰곰 흰다리 새우 71/90 (냉동), 1개, 200g(소)",31.0,5340,200,2670,"1,098",4.79
6121739396,https://www.coupang.com/vp/products/6121739396?itemId=11608568427&vendorItemId=78883267254&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=51&rank=51,52,수산,곰곰,"곰곰 껍질이 손질된 두툼 오징어 (냉동), 500g, 1개",,15740,500,3148,"2,734",4.66
6528225444,https://www.coupang.com/vp/products/6528225444?itemId=14489103763&vendorItemId=81732288459&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=52&rank=52,53,수산,곰곰,곰곰 국내산 순살 고등어,33.0,13290,800,1661,"1,951",4.16
8749947575,https://www.coupang.com/vp/products/8749947575?itemId=25436521970&vendorItemId=92429482447&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=54&rank=54,55,수산,곰곰,"곰곰 냉동 굴, 1개, 350g",37.0,5630,350,1609,671,4.71
6225167782,https://www.coupang.com/vp/products/6225167782?itemId=20707908204&vendorItemId=87779034132&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=57&rank=57,58,수산,곰곰,"곰곰 국내산 삼치 (냉동), 400g, 1팩",,6760,400,1690,"3,134",4.66
8917797348,https://www.coupang.com/vp/products/8917797348?itemId=21065294655&vendorItemId=88127575960&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=58&rank=58,59,수산,곰곰,"곰곰 흰다리 새우, 900g, 1개",41.0,16900,900,1878,818,4.8
190766148,https://www.coupang.com/vp/products/190766148?itemId=1047435128&vendorItemId=5510897729&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=59&rank=59,60,수산,곰곰,"곰곰 순살 연어 (냉동), 300g, 1개",8.0,11870,300,3957,"7,110",4.66
1605340743,https://www.coupang.com/vp/products/1605340743?itemId=2741802519&vendorItemId=70731847752&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=60&rank=60,61,수산,곰곰,"곰곰 국산 개별포장 손질오징어, 1kg, 1개",37.0,24340,1000,2434,"32,272",4.75
7633123992,https://www.coupang.com/vp/products/7633123992?itemId=20263442022&vendorItemId=87350842454&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=61&rank=61,62,수산,곰곰,"곰곰 손질된 냉동 홍합살 (자숙), 500g, 1팩",,6990,500,1398,751,4.66
7715956611,https://www.coupang.com/vp/products/7715956611?itemId=20695226552&vendorItemId=87766717741&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=68&rank=68,69,수산,곰곰,"곰곰 순살 가자미살 (냉동), 550g, 1개",24.0,10160,550,1847,"1,344",4.67
190764323,https://www.coupang.com/vp/products/190764323?itemId=1047435129&vendorItemId=5510897728&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=69&rank=69,70,수산,곰곰,"곰곰 순살 삼치 (냉동), 420g, 1개",39.0,8040,420,1914,"8,028",4.63
6442152737,https://www.coupang.com/vp/products/6442152737?itemId=13949113791&vendorItemId=81198323601&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=70&rank=70,71,수산,곰곰,"곰곰 천일염으로 간한 부세 (냉동), 330g, 1개",,7660,330,2321,"3,431",4.61
9065574540,https://www.coupang.com/vp/products/9065574540?itemId=26621145184&vendorItemId=93594098103&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=a4f76519164682&sourceType=search&itemsCount=36&searchRank=71&rank=71,72,수산,곰곰,"곰곰 살아있는 상태 그대로 얼린 국산 전복 (냉동), 1개, 350g(6마리)",27.0,15310,350,4374,64,4.85
6627205353,https://www.coupang.com/vp/products/6627205353?itemId=19224258236&vendorItemId=86340932287&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=e852b6aa479030&sourceType=search&itemsCount=36&searchRank=72&rank=72,73,수산,곰곰,"곰곰 손질 갑오징어 (냉동), 350g, 5개",24.0,41620,1750,2378,"1,352",4.44
6627204935,https://www.coupang.com/vp/products/6627204935?itemId=19224255147&vendorItemId=86340929175&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=e852b6aa479030&sourceType=search&itemsCount=36&searchRank=77&rank=77,78,수산,곰곰,"곰곰 점보 손질 생새우살 (냉동), 250g, 4개",41.0,25780,1000,2578,525,4.7
9003573044,https://www.coupang.com/vp/products/9003573044?itemId=27190263905&vendorItemId=94157775069&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=e852b6aa479030&sourceType=search&itemsCount=36&searchRank=78&rank=78,79,수산,곰곰,"곰곰 호롱낙지 (냉동), 2개, 600g",32.0,24210,1199,2020,33,4.64
5685063243,https://www.coupang.com/vp/products/5685063243?itemId=19224116041&vendorItemId=86340794170&q=%EA%B3%B0%EA%B3%B0%20%EC%88%98%EC%82%B0&searchId=e852b6aa479030&sourceType=search&itemsCount=36&searchRank=98&rank=98,99,수산,곰곰,"곰곰 손질 동태 (냉동), 700g, 4개",,19730,2799,705,"4,421",4.45
8420694763,https://www.coupang.com/vp/products/8420694763?itemId=24158179318&vendorItemId=91176807644&q=%EA%B3%B0%EA%B3%B0%20%ED%95%B4%EC%82%B0&searchId=bea475312467083&sourceType=search&itemsCount=36&searchRank=25&rank=25,26,해산,곰곰,"곰곰 염장미역줄기, 1kg, 1개",,4520,1000,452,"5,278",4.73
8658214951,https://www.coupang.com/vp/products/8658214951?itemId=25128973335&vendorItemId=92128138110&q=%EA%B3%B0%EA%B3%B0%20%ED%95%B4%EC%82%B0&searchId=bea475312467083&sourceType=search&itemsCount=36&searchRank=28&rank=28,29,해산,곰곰,"곰곰 염장미역줄기, 1개, 300g",5.0,2240,300,747,448,4.78
7645410348,https://www.coupang.com/vp/products/7645410348?itemId=20327535500&vendorItemId=87412787142&q=%EA%B3%B0%EA%B3%B0%20%ED%95%B4%EC%82%B0&searchId=8eb34ca5927884&sourceType=search&itemsCount=36&searchRank=38&rank=38,39,해산,곰곰,"곰곰 손질하여 간편한 국산 갈치살 (냉동), 400g, 1팩",57.0,9310,400,2328,"1,605",4.33
8582746450,https://www.coupang.com/vp/products/8582746450?itemId=24878977488&vendorItemId=91885785572&q=%EA%B3%B0%EA%B3%B0%20%ED%95%B4%EC%82%B0&searchId=8eb34ca5927884&sourceType=search&itemsCount=36&searchRank=55&rank=55,56,해산,곰곰,"곰곰 국산 모시조개 (냉장), 1개, 500g",36.0,8920,500,1784,253,4.6
6595752903,https://www.coupang.com/vp/products/6595752903?itemId=14901622513&vendorItemId=82140353273&pickType=COU_PICK&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=0&rank=0,1,건어물,곰곰,"곰곰 국산 보리새우, 100g, 1개",,5890,100,5890,"5,131",4.7
4738555360,https://www.coupang.com/vp/products/4738555360?itemId=13670105622&vendorItemId=80922159459&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=1&rank=1,2,건어물,곰곰,"곰곰 황태채, 200g, 1개",,9800,200,4900,"15,513",4.6
4577865653,https://www.coupang.com/vp/products/4577865653?itemId=5605220513&vendorItemId=72904446354&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=2&rank=2,3,건어물,곰곰,"곰곰 볶음용멸치, 500g, 1개",47.0,8910,500,1782,"7,508",4.57
6139033070,https://www.coupang.com/vp/products/6139033070?itemId=11761292704&vendorItemId=79035111778&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=3&rank=3,4,건어물,곰곰,"곰곰 구운 쥐포채, 400g, 1개",8.0,12770,400,3193,"5,681",4.61
6398102344,https://www.coupang.com/vp/products/6398102344?itemId=13670105645&vendorItemId=80922159497&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=4&rank=4,5,건어물,곰곰,"곰곰 먹태채 세트, 240g, 1개",,12120,240,5050,958,4.5
7539504745,https://www.coupang.com/vp/products/7539504745?itemId=19816035528&vendorItemId=86918080272&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=5&rank=5,6,건어물,곰곰,"곰곰 국내산 볶음용 멸치, 200g, 1개",46.0,5890,200,2945,"1,047",4.71
8783837404,https://www.coupang.com/vp/products/8783837404?itemId=25559113143&vendorItemId=92550439557&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=6&rank=6,7,건어물,곰곰,"곰곰 디포리(마른밴댕이) (냉동), 1개, 550g",30.0,6900,550,1255,255,4.73
8693321637,https://www.coupang.com/vp/products/8693321637?itemId=25240580566&vendorItemId=92236631924&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=7&rank=7,8,건어물,곰곰,"곰곰 황태포, 1개, 70g",,5500,70,7857,268,4.65
7973207632,https://www.coupang.com/vp/products/7973207632?itemId=22090539289&vendorItemId=89137539598&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=8&rank=8,9,건어물,곰곰,곰곰 구운 쥐포채,8.0,12770,400,3193,459,4.68
6410165533,https://www.coupang.com/vp/products/6410165533?itemId=13743943118&vendorItemId=80994759373&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=9&rank=9,10,건어물,곰곰,"곰곰 새우와 잔멸치, 1.5kg, 1개",28.0,12080,1501,805,720,4.26
6075402627,https://www.coupang.com/vp/products/6075402627?itemId=11235745660&vendorItemId=78513028377&q=%EA%B3%B0%EA%B3%B0%20%EA%B1%B4%EC%96%B4%EB%AC%BC&searchId=8588565c500517&sourceType=search&itemsCount=36&searchRank=12&rank=12,13,건어물,곰곰,"곰곰 건오징어, 180g, 1개",28.0,20810,180,11561,"1,340",4.36
