상품ID,원본URL,순위,분류,브랜드,상품명,할인율,할인가,총용량(g),단위가격(100g),리뷰수,평균별점
7991699241,https://www.coupang.com/vp/products/7991699241?itemId=22214962885&vendorItemId=89260957037&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=13&rank=13,14,가공육,곰곰,"곰곰 오븐구이 닭다리살 (냉동), 300g, 1개",31.0,6770,300,2257,"3,023",4.72
6354913703,https://www.coupang.com/vp/products/6354913703?itemId=19223902874&vendorItemId=86340585606&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=14&rank=14,15,가공육,곰곰,"곰곰 쫄깃한 통편육 (냉장), 250g, 2개",,8710,500,1742,"12,192",4.7
7062937244,https://www.coupang.com/vp/products/7062937244?itemId=17518030949&vendorItemId=84685217969&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=15&rank=15,16,가공육,곰곰,"곰곰 버팔로윙봉, 700g, 1개",,10980,700,1569,"5,351",4.74
8700337325,https://www.coupang.com/vp/products/8700337325?itemId=25264400646&vendorItemId=92260234445&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=16&rank=16,17,가공육,곰곰,곰곰 닭가슴살 블랙페퍼,29.0,8670,510,1700,599,4.82
7258298377,https://www.coupang.com/vp/products/7258298377?itemId=18480793330&vendorItemId=85620590094&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=17&rank=17,18,가공육,곰곰,"곰곰 바삭한 순살돈까스 (냉동), 500g, 1개",,5590,500,1118,"3,536",4.61
7757826265,https://www.coupang.com/vp/products/7757826265?itemId=20913345427&vendorItemId=87980270775&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=18&rank=18,19,가공육,곰곰,"곰곰 훈제 막창 (냉동), 500g, 1개",33.0,11310,500,2262,"5,444",4.75
9019176614,https://www.coupang.com/vp/products/9019176614?itemId=26443211266&vendorItemId=93418782464&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=19&rank=19,20,가공육,곰곰,"곰곰 닭가슴살 소시지, 30g, 24개",18.0,7990,720,1110,226,4.7
7619661074,https://www.coupang.com/vp/products/7619661074?itemId=20198711669&vendorItemId=87289518452&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=20&rank=20,21,가공육,곰곰,곰곰 닭가슴살 큐브 매콤청양 (냉동),30.0,8990,500,1798,"4,139",4.74
8326648015,https://www.coupang.com/vp/products/8326648015?itemId=24037471828&vendorItemId=91057778602&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=22&rank=22,23,가공육,곰곰,"곰곰 훈제오리 슬라이스 (냉장), 150g, 1개",29.0,4240,150,2827,"2,084",4.77
8732969557,https://www.coupang.com/vp/products/8732969557?itemId=25376248736&vendorItemId=92370317779&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=24&rank=24,25,가공육,곰곰,"곰곰 바삭한 치킨텐더 (냉동), 1kg, 1개",,10900,1000,1090,601,4.79
8194712056,https://www.coupang.com/vp/products/8194712056?itemId=23465856236&vendorItemId=90492448499&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=25&rank=25,26,가공육,곰곰,"곰곰 온가족 베이컨 (냉동), 1kg, 1개",,14000,1000,1400,"2,937",4.77
8538614999,https://www.coupang.com/vp/products/8538614999?itemId=24719490642&vendorItemId=91728747484&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=27&rank=27,28,가공육,곰곰,곰곰 대창곱창 모듬구이 세트 (냉동),21.0,14880,550,2705,"1,482",4.79
2212815064,https://www.coupang.com/vp/products/2212815064?itemId=3767566066&vendorItemId=71752642135&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=28&rank=28,29,가공육,곰곰,"곰곰 훈제오리 슬라이스 (냉장), 180g, 3개입",35.0,12240,540,2267,"9,254",4.76
8593580052,https://www.coupang.com/vp/products/8593580052?itemId=24916956656&vendorItemId=91923306382&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=29&rank=29,30,가공육,곰곰,"곰곰 한돈 80% 한입 떡갈비 (냉동), 510g, 1개",,6390,510,1253,492,4.75
8880062908,https://www.coupang.com/vp/products/8880062908?itemId=25915136436&vendorItemId=92900739324&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=30&rank=30,31,가공육,곰곰,"곰곰 바사삭 닭껍질 튀김 (냉동), 1kg, 1개",,9320,1000,932,454,4.49
5200395311,https://www.coupang.com/vp/products/5200395311?itemId=7247252559&vendorItemId=74538874848&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=31&rank=31,32,가공육,곰곰,"곰곰 언양식 소불고기 (냉장), 1kg, 1개",27.0,15990,1000,1599,"6,206",4.55
1608824291,https://www.coupang.com/vp/products/1608824291?itemId=2747730100&vendorItemId=70737702904&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=32&rank=32,33,가공육,곰곰,"곰곰 에어프라이어 통등심 돈까스 (냉동), 450g, 1개",,7340,450,1631,"14,353",4.72
1608824338,https://www.coupang.com/vp/products/1608824338?itemId=2747730151&vendorItemId=70737702972&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=34&rank=34,35,가공육,곰곰,"곰곰 고기산적 (냉동), 1kg, 1개",,6410,1000,641,"13,220",4.58
5200395195,https://www.coupang.com/vp/products/5200395195?itemId=7247252275&vendorItemId=74538874263&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=35&rank=35,36,가공육,곰곰,"곰곰 양념 소 LA 갈비 (냉장), 1kg, 1개",,32900,1000,3290,"14,939",4.33
1608824442,https://www.coupang.com/vp/products/1608824442?itemId=2747730297&vendorItemId=70737703209&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=36&rank=36,37,가공육,곰곰,"곰곰 에어프라이어 모짜렐라 등심 돈까스 (냉동), 450g, 1개",,8190,450,1820,"16,132",4.72
7727957622,https://www.coupang.com/vp/products/7727957622?itemId=20758269778&vendorItemId=87828489994&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=38&rank=38,39,가공육,곰곰,"곰곰 토네이도 칼집 소시지 (냉동), 840g, 1개",,10960,843,1300,"1,121",4.83
295631586,https://www.coupang.com/vp/products/295631586?itemId=24151917292&vendorItemId=91170628867&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=39&rank=39,40,가공육,곰곰,"곰곰 직화무뼈닭발 (냉동), 160g, 2개",39.0,11910,320,3722,"8,099",4.51
8700337339,https://www.coupang.com/vp/products/8700337339?itemId=25729342967&vendorItemId=92717949089&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=40&rank=40,41,가공육,곰곰,곰곰 닭가슴살 오븐 통살구이,31.0,10680,600,1780,929,4.79
334334036,https://www.coupang.com/vp/products/334334036?itemId=19584421288&vendorItemId=86691900621&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=43&rank=43,44,가공육,곰곰,"곰곰 훈제 프랑크 닭가슴살 소시지 (냉동), 100g, 8개",45.0,14140,800,1768,"22,676",4.73
8562271596,https://www.coupang.com/vp/products/8562271596?itemId=24797406089&vendorItemId=91805168135&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=44&rank=44,45,가공육,곰곰,곰곰 직화 한입 닭가슴살 블랙페퍼 (냉동),48.0,15290,1000,1529,123,4.78
8880062910,https://www.coupang.com/vp/products/8880062910?itemId=25915136438&vendorItemId=92900739325&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=45&rank=45,46,가공육,곰곰,"곰곰 수제 치킨까스 (냉동), 1kg, 1개",,8890,1000,889,516,4.75
8190171389,https://www.coupang.com/vp/products/8190171389?itemId=23436064603&vendorItemId=90462963142&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=46&rank=46,47,가공육,곰곰,"곰곰 수제등심돈까스 (냉동), 2kg, 1개",,25750,1999,1288,663,4.79
8329444193,https://www.coupang.com/vp/products/8329444193?itemId=24047413104&vendorItemId=91067459364&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=50&rank=50,51,가공육,곰곰,"곰곰 한우대창 세트 (냉동) (대창양념육 300g + 소스 100g), 400g, 1세트",25.0,14900,400,3725,769,4.65
6173326101,https://www.coupang.com/vp/products/6173326101?itemId=12065231511&vendorItemId=79337287773&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=51&rank=51,52,가공육,곰곰,"곰곰 닭다리 순살치킨가라아게, 1kg, 1개",,14900,1000,1490,"12,330",4.72
8190171416,https://www.coupang.com/vp/products/8190171416?itemId=23436064654&vendorItemId=90462963216&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=52&rank=52,53,가공육,곰곰,"곰곰 미니돈까스, 400g, 1개",,4820,400,1205,"1,385",4.62
6439623695,https://www.coupang.com/vp/products/6439623695?itemId=13934053100&vendorItemId=81183397461&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=53&rank=53,54,가공육,곰곰,"곰곰 핫크리스피치킨, 550g, 1개",,6150,550,1118,"2,380",4.55
6636970602,https://www.coupang.com/vp/products/6636970602?itemId=15155690929&vendorItemId=82377151924&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=55&rank=55,56,가공육,곰곰,곰곰 닭가슴살볼 치즈불닭,17.0,1890,100,1890,"2,938",4.67
334334244,https://www.coupang.com/vp/products/334334244?itemId=19225329036&vendorItemId=86341979877&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=56&rank=56,57,가공육,곰곰,"곰곰 오리지날 닭가슴살 소시지 (냉동), 100g, 6개",31.0,8890,600,1482,"5,630",4.73
6624914607,https://www.coupang.com/vp/products/6624914607?itemId=15077909407&vendorItemId=82300110800&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=57&rank=57,58,가공육,곰곰,"곰곰 닭가슴살 비엔나 소시지, 1kg, 1개",,12220,1002,1220,"1,972",4.73
5530959037,https://www.coupang.com/vp/products/5530959037?itemId=8679245408&vendorItemId=75966394182&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=58&rank=58,59,가공육,곰곰,"곰곰 언양식 돈불고기 (냉장), 1kg, 1개",24.0,9770,1000,977,"2,920",4.5
8190171407,https://www.coupang.com/vp/products/8190171407?itemId=23436064638&vendorItemId=90462963200&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=60&rank=60,61,가공육,곰곰,"곰곰 수제등심돈까스 (냉동), 1.3kg, 1개",,17090,1300,1315,257,4.57
7141829693,https://www.coupang.com/vp/products/7141829693?itemId=17933235985&vendorItemId=85094561200&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=61&rank=61,62,가공육,곰곰,"곰곰 시그니처 바베큐 폭립, 450g, 1개",,12370,450,2749,"1,729",4.74
7121256737,https://www.coupang.com/vp/products/7121256737?itemId=17830780319&vendorItemId=84994534166&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=62&rank=62,63,가공육,곰곰,"곰곰 한돈 양념 불고기 (냉장), 600g, 1개",,7670,600,1278,"1,787",4.77
8034374923,https://www.coupang.com/vp/products/8034374923?itemId=22474758482&vendorItemId=89517449903&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=63&rank=63,64,가공육,곰곰,"곰곰 한돈 고추장 제육볶음, 600g, 1개",9.0,9980,600,1663,"1,491",4.73
9200808097,https://www.coupang.com/vp/products/9200808097?itemId=27166000557&vendorItemId=94133685547&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=64&rank=64,65,가공육,곰곰,곰곰 한입 닭안심 블랙페퍼 (냉동),26.0,9430,800,1179,34,4.64
6614591495,https://www.coupang.com/vp/products/6614591495?itemId=15013660039&vendorItemId=82236428720&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=65&rank=65,66,가공육,곰곰,"곰곰 에어프라이어용 통가슴살 치킨 커틀렛(냉동), 400g, 1개",,5060,400,1265,"1,503",4.76
186246389,https://www.coupang.com/vp/products/186246389?itemId=1047435309&vendorItemId=5510898063&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=66&rank=66,67,가공육,곰곰,"곰곰 왕돈까스 330g + 소스 150g (냉동), 480g, 2세트",,12080,960,1258,"12,779",4.69
1296924396,https://www.coupang.com/vp/products/1296924396?itemId=15759487517&vendorItemId=82972972344&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=68&rank=68,69,가공육,곰곰,"곰곰 한입 떡갈비 (냉동), 900g, 1개",,12490,900,1388,"25,328",4.73
2348843569,https://www.coupang.com/vp/products/2348843569?itemId=4073246087&vendorItemId=72057290938&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=69&rank=69,70,가공육,곰곰,"곰곰 한돈 간장 양념 불고기, 1kg, 1개",36.0,13350,1000,1335,"4,823",4.6
1915787839,https://www.coupang.com/vp/products/1915787839?itemId=3252668835&vendorItemId=71239746140&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=7137276a276985&sourceType=search&itemsCount=36&searchRank=71&rank=71,72,가공육,곰곰,"곰곰 칼집 돼지 왕구이 (냉장), 1kg, 1개",28.0,14990,1000,1499,"3,942",4.62
8524568503,https://www.coupang.com/vp/products/8524568503?itemId=25036389180&vendorItemId=92041053924&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=a5997dff683568&sourceType=search&itemsCount=36&searchRank=77&rank=77,78,가공육,곰곰,"곰곰 순살 소이허니치킨 (냉동), 375g, 5개",,27340,1875,1458,103,4.6
1271064981,https://www.coupang.com/vp/products/1271064981?itemId=2275730724&vendorItemId=70272921582&pickType=COU_PICK&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=0&rank=0,1,달걀,곰곰,"곰곰 무항생제 신선한 대란, 30구, 1개",,8370,3000,279,"465,197",4.76
1271113288,https://www.coupang.com/vp/products/1271113288?itemId=2275793934&vendorItemId=70272921457&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=1&rank=1,2,달걀,곰곰,"곰곰 무항생제 신선한 특란, 30구, 1개",,9270,3000,309,"331,906",4.75
7311127161,https://www.coupang.com/vp/products/7311127161?itemId=18730058952&vendorItemId=85862634174&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=2&rank=2,3,달걀,곰곰,곰곰 무항생제 신선한 왕란 30구,,9970,3003,332,"78,397",4.76
7704535816,https://www.coupang.com/vp/products/7704535816?itemId=20636817756&vendorItemId=87710459801&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=4&rank=4,5,달걀,곰곰,곰곰 신선한 대란,,3790,1000,379,"8,664",4.82
6512226336,https://www.coupang.com/vp/products/6512226336?itemId=14388904063&vendorItemId=81633174889&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=5&rank=5,6,달걀,곰곰,"곰곰 1+등급 무항생제 특란, 10구, 1개",,4180,1000,418,"66,786",4.8
8635313476,https://www.coupang.com/vp/products/8635313476?itemId=25055025766&vendorItemId=92059429086&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=7&rank=7,8,달걀,곰곰,곰곰 무항생제 자연방사 유정란,,16990,3002,566,"9,510",4.71
6512226338,https://www.coupang.com/vp/products/6512226338?itemId=14388904075&vendorItemId=81633174897&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=9&rank=9,10,달걀,곰곰,곰곰 1+등급 무항생제 대란,,3990,1000,399,"40,308",4.79
1271111126,https://www.coupang.com/vp/products/1271111126?itemId=2275791440&vendorItemId=70272921456&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=10&rank=10,11,달걀,곰곰,곰곰 무항생제 신선한 왕란,,6630,1500,442,"45,498",4.76
6639020264,https://www.coupang.com/vp/products/6639020264?itemId=15168506511&vendorItemId=82389871299&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=11&rank=11,12,달걀,곰곰,곰곰 신선한 동물복지 유정란 30구,,12690,3000,423,"20,216",4.7
7704535833,https://www.coupang.com/vp/products/7704535833?itemId=20636817799&vendorItemId=87710459878&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=12&rank=12,13,달걀,곰곰,곰곰 신선한 특란,,3990,1000,399,"6,139",4.82
8605242494,https://www.coupang.com/vp/products/8605242494?itemId=24954686075&vendorItemId=91960522901&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=13&rank=13,14,달걀,곰곰,곰곰 임금님표 이천 무항생제 1+등급 특란,,4390,1000,439,"2,987",4.79
8067670381,https://www.coupang.com/vp/products/8067670381?itemId=22697156104&vendorItemId=89732831823&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=14&rank=14,15,달걀,곰곰,곰곰 1+등급 무항생제 신선한 대란,,8290,2497,332,"1,008",4.77
8615142551,https://www.coupang.com/vp/products/8615142551?itemId=24990744393&vendorItemId=91996104146&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=15&rank=15,16,달걀,곰곰,곰곰 무항생제 자연방사 유정란,,9990,1500,666,"2,794",4.75
9128624486,https://www.coupang.com/vp/products/9128624486?itemId=26857970008&vendorItemId=93827689942&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=16&rank=16,17,달걀,곰곰,곰곰 동물복지 무항생제 유정란,,11950,3003,398,747,4.59
7008857104,https://www.coupang.com/vp/products/7008857104?itemId=17215975333&vendorItemId=84387836326&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=17&rank=17,18,달걀,곰곰,"곰곰 무항생제 신선한 초란, 30구, 1개",,8590,3003,286,"12,648",4.7
8219858426,https://www.coupang.com/vp/products/8219858426?itemId=23623199582&vendorItemId=90648768378&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=18&rank=18,19,달걀,곰곰,곰곰 신선한 1+등급 무항생제 인증 초란,,11790,3000,393,"2,185",4.68
7337512126,https://www.coupang.com/vp/products/7337512126?itemId=18851458723&vendorItemId=85980751040&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=21&rank=21,22,달걀,곰곰,곰곰 동물복지 유정란,,7980,1500,532,"1,438",4.68
6237133557,https://www.coupang.com/vp/products/6237133557?itemId=12567336995&vendorItemId=79835540478&q=%EA%B3%B0%EA%B3%B0%20%EB%8B%AC%EA%B1%80&searchId=80c33eab1653491&sourceType=search&itemsCount=36&searchRank=22&rank=22,23,달걀,곰곰,곰곰 동물복지 백색유정란 중란 1.32kg 30구,,8490,3000,283,"2,787",4.69
