상품ID,컬리상품ID,브랜드,순위,분류,상품명,할인율,할인가,총용량(g),단위가격(100g),리뷰수,평균별점
12274376800,5056791,KF365,1,정육·가공육·달걀,[KF365] 1+등급 무항생제 특란 20구,0,7980,1200.0,665.0,8416.0,4.85
12274518551,5131915,KF365,2,정육·가공육·달걀,[KF365] 훈제오리 300g ~,33,6990,300.0,74560.0,9640.0,4.86
12274488227,5081090,KF365,3,정육·가공육·달걀,[KF365] 양념 소불고기 4종 (택1),30,13900,,,6356.0,4.81
12274562713,1000127449,KF365,4,정육·가공육·달걀,[KF365] 무항생제 특란 30구 (15구*2ea),0,10690,1800.0,594.0,13677.0,4.87
12274500294,5103617,KF365,5,정육·가공육·달걀,[KF365] 1+ 한우 국거리 300g(냉장),22,14190,300.0,99330.0,5917.0,4.82
12274531725,5151849,KF365,6,정육·가공육·달걀,[KF365] 1+등급 무항생제 특란 15구,5,5785,900.0,2571.0,5066.0,4.86
12275427425,5085771,KF365,7,정육·가공육·달걀,[KF365] 춘천식 닭갈비 2종 (냉장) (택1),20,14350,500.0,54530.0,4657.0,4.85
12274531655,5151851,KF365,8,정육·가공육·달걀,[KF365] 1+등급 무항생제 백색 대란 20구,0,7620,1040.0,733.0,12487.0,4.86
12274593285,1000304161,KF365,9,정육·가공육·달걀,[KF365] 에어프라이어용 미니 돈까스 2종,36,6390,500.0,44730.0,4217.0,4.89
12274602481,1000391155,KF365,10,정육·가공육·달걀,[KF365] 에어프라이어용 치즈 폭탄 돈까스 300g (모짜렐라),18,8150,300.0,46183.0,2779.0,4.85
12274376392,5056512,KF365,11,정육·가공육·달걀,[KF365] 한돈 삼겹살 구이용 600g/1kg (냉장),20,15900,600.0,50350.0,3474.0,4.77
12274638007,1000743035,KF365,12,정육·가공육·달걀,[KF365] 에어프라이어용 통 닭가슴살 치킨까스 120g*5pk,24,9490,600.0,36378.0,6736.0,4.89
12274376769,5056790,KF365,13,정육·가공육·달걀,[KF365] 1+등급 무항생제 특란 10구,0,4200,600.0,700.0,3144.0,4.9
12274611086,1000463031,KF365,14,정육·가공육·달걀,[KF365] 1+ 한우 다짐육 300g(냉장),22,14190,300.0,99330.0,1318.0,4.89
12300398228,1000120319,KF365,15,정육·가공육·달걀,[KF365] 한돈 급냉 삼겹살 600g/1kg (냉동),28,21400,600.0,96300.0,3671.0,4.75
12274573213,1000170410,KF365,16,정육·가공육·달걀,[KF365] 통통한 그릴 비엔나 소시지 700g,31,7900,700.0,33857.0,3301.0,4.89
12274606995,1000420040,KF365,17,정육·가공육·달걀,[KF365] 양념 칼집 목살구이1kg (냉동),16,13775,,,3075.0,4.73
12274524551,5137058,KF365,18,정육·가공육·달걀,[KF365] 오리지널 바베큐폭립 2종,24,10990,,,3818.0,4.7
12274522419,5135994,KF365,19,정육·가공육·달걀,[KF365] 에어프라이어용 통등심 돈까스 2종,15,10670,600.0,24897.0,2218.0,4.85
12275360725,5085769,KF365,20,정육·가공육·달걀,[KF365] 한돈 고추장양념 돼지불고기 2종 (냉장) (택1),14,7290,500.0,18954.0,1898.0,4.82
12274479180,5069067,KF365,21,정육·가공육·달걀,[KF365] 한돈 목살 구이용 600g~ (냉장),25,14900,600.0,59600.0,1891.0,4.84
12275341417,5059673,KF365,22,정육·가공육·달걀,[KF365] 1등급 닭 다리살 2종  (냉장),5,9405,500.0,7524.0,1861.0,4.89
12274565531,1000137060,KF365,23,정육·가공육·달걀,[KF365] 두툼한 샌드위치햄 300g (150g*2입),18,4900,300.0,27767.0,1686.0,4.89
12274667168,1001058180,KF365,24,정육·가공육·달걀,[KF365] 무항생제 왕란 30구 (15구 *2ea),0,10980,,,4914.0,4.87
12274376373,5056509,KF365,25,정육·가공육·달걀,[KF365] 한돈 앞다리 찌개용 600g (냉장),10,10980,600.0,16470.0,930.0,4.84
12274500231,5103616,KF365,26,정육·가공육·달걀,[KF365] 1+ 한우 불고기용 300g(냉장),22,14190,300.0,99330.0,412.0,4.75
12275454764,5059671,KF365,27,정육·가공육·달걀,[KF365] 1등급 닭볶음탕용 2종 (냉장),20,4792,500.0,18210.0,1679.0,4.82
12274721099,1001401390,KF365,28,정육·가공육·달걀,[KF365] 호주산 소고기 부채살 스테이크 300g(냉장),22,9990,300.0,69930.0,2213.0,4.8
12274679977,1001201259,KF365,29,정육·가공육·달걀,[KF365] 호주산 소고기 부채살 구이용 300g(냉장),26,9440,300.0,78667.0,1023.0,4.75
12275415751,5081537,KF365,30,정육·가공육·달걀,[KF365] 생 등심 돈까스 1kg (냉장),10,14120,,,1033.0,4.86
12274693137,1001297814,KF365,31,정육·가공육·달걀,[KF365] 무항생제 한입 닭가슴살 1kg(냉동),30,8990,,,2058.0,4.88
12274531655,1000179412,KF365,32,정육·가공육·달걀,[KF365] 무항생제 대란 20구,15,6154,1040.0,8284.0,12487.0,4.86
12274607896,1000408177,KF365,33,정육·가공육·달걀,[KF365] 1+ 한우 정육 샤브샤브용 300g (냉동),25,13600,300.0,108800.0,383.0,4.68
12274548547,1000050986,KF365,34,정육·가공육·달걀,[KF365] 1+등급 무항생제 백색 특란 20구,5,7866,1200.0,2622.0,1253.0,4.83
12274510054,5119904,KF365,35,정육·가공육·달걀,[KF365] 1+등급 무항생제 대란 10구,0,4100,520.0,788.0,1423.0,4.9
12274690972,1001304045,KF365,36,정육·가공육·달걀,[KF365] 리얼 삼겹 베이컨 2종 (1입/3입),25,2900,120.0,58000.0,603.0,4.86
12274560111,1000120315,KF365,37,정육·가공육·달걀,[KF365] 한돈 앞다리 제육용 600g (냉장),10,10980,600.0,16470.0,600.0,4.81
12300398228,5069068,KF365,38,정육·가공육·달걀,[KF365] 한돈 삼겹 대패 600g~ (냉동),21,14980,600.0,49933.0,3671.0,4.75
12273090380,5138713,KF365,39,정육·가공육·달걀,[KF365] 갈색 반숙란 20구,6,10990,,,2431.0,4.82
12274618024,1000525593,KF365,40,정육·가공육·달걀,[KF365] 한돈 찜갈비 800g(냉장),15,13900,800.0,24325.0,658.0,4.76
12275414550,5069066,KF365,41,정육·가공육·달걀,[KF365] 한돈 다짐육 600g (냉장),15,7390,600.0,17243.0,359.0,4.84
12274601580,1000378376,KF365,42,정육·가공육·달걀,[KF365] 1+등급 무항생제 초란 + 특란 30구,0,10490,30.0,34967.0,5183.0,4.87
12274600895,1000363410,KF365,43,정육·가공육·달걀,[KF365] 1+등급 무항생제 대란 30구 (15구*2ea),0,10290,1560.0,660.0,1242.0,4.88
12338970190,1001539472,KF365,44,정육·가공육·달걀,[KF365] 한돈 앞다리 용도별 균일가 3종 (택1),10,10980,600.0,16470.0,304.0,4.77
12274699784,1001353838,KF365,45,정육·가공육·달걀,[KF365] 에어프라이어용 통등심 롱카츠 450g,23,9590,450.0,46884.0,933.0,4.83
12274604523,1000417443,KF365,46,정육·가공육·달걀,[KF365] 오리주물럭 600g (200gX3개입),19,13689,600.0,41067.0,827.0,4.81
12275367261,1001363981,KF365,47,정육·가공육·달걀,[KF365] 무항생제 한돈 다짐육 300g*2 (냉장),17,7590,600.0,20240.0,908.0,4.87
12275341417,5059672,KF365,48,정육·가공육·달걀,[KF365] 1등급 닭 다리 2종 (냉장),5,7590,500.0,6072.0,1861.0,4.89
12349167512,1001478558,KF365,49,정육·가공육·달걀,[KF365] 무항생제 특란 40구 (20구*2ea),10,11900,,,4623.0,4.82
12274703171,1001363967,KF365,50,정육·가공육·달걀,[KF365] 무항생제 한돈 삼겹살 수육용 2종 (냉장),26,16900,600.0,70417.0,491.0,4.7
12274616639,1000525596,KF365,51,정육·가공육·달걀,[KF365] 한돈 항정살 500g(냉장),14,29900,500.0,77740.0,238.0,4.83
12274643656,1000832970,KF365,52,정육·가공육·달걀,[KF365] 한돈 삼겹살 수육용 600g/1kg (냉장),20,15900,600.0,50350.0,535.0,4.76
12274631028,1000669579,KF365,53,정육·가공육·달걀,[KF365] IQF 닭다리살 (냉동) 1kg,6,14871,,,900.0,4.86
12275345161,5059674,KF365,54,정육·가공육·달걀,[KF365] 1등급 닭 가슴살 2종 (냉장),5,7315,500.0,5852.0,466.0,4.85
12274513912,5127264,KF365,55,정육·가공육·달걀,[KF365] 한돈 떡갈비 500g/1kg (냉동),13,13900,,,1380.0,4.86
12274637764,1000780147,KF365,56,정육·가공육·달걀,[KF365] 한돈 생 대패 목살 500g (냉장),10,15900,500.0,28620.0,293.0,4.86
12274637764,1001478560,KF365,57,정육·가공육·달걀,[KF365] 무항생제 대란 40구 (20구*2ea),14,11160,,,293.0,4.86
12274637764,5085770,KF365,58,정육·가공육·달걀,[KF365] 한돈 간장양념 돼지불고기 2종 (냉장) (택1),20,6490,500.0,24662.0,293.0,4.86
12274531655,1000206115,KF365,59,정육·가공육·달걀,[KF365] 무항생제 백색 대란 20구,7,6510,20.0,195300.0,12487.0,4.86
12274531655,5119903,KF365,60,정육·가공육·달걀,[KF365] 1+등급 무항생제 대란 20구,0,7490,1040.0,720.0,12487.0,4.86
12274620467,1000525590,KF365,61,정육·가공육·달걀,[KF365] 한돈 등갈비 800g(냉장),20,23900,800.0,56762.0,426.0,4.85
12274565529,1000137056,KF365,62,정육·가공육·달걀,[KF365] 한돈 생 대패 삼겹 500g (냉장),10,15900,500.0,28620.0,167.0,4.72
12275361669,1001137128,KF365,63,정육·가공육·달걀,[KF365] 닭 통다리 600g (냉장),0,9990,600.0,1665.0,265.0,4.92
12275451279,5116500,KF365,64,정육·가공육·달걀,[KF365] 1+ 한우 사태 국거리용 300g(냉장),16,15120,300.0,75600.0,198.0,4.82
12274376447,5056511,KF365,65,정육·가공육·달걀,[KF365] 한돈 뒷다리 제육용 600g (냉장),10,7790,600.0,11685.0,220.0,4.8
12346839309,1000045240,KF365,66,정육·가공육·달걀,[KF365] 한돈 (삼겹살/앞다리) 수육용 600g 2종,20,15900,600.0,50350.0,217.0,4.8
12813216659,1001808009,KF365,67,정육·가공육·달걀,[KF365] 한돈 꽃삼겹살 구이용 600g / 1kg (냉동),20,27900,600.0,88350.0,366.0,4.71
12274612224,1000462943,KF365,68,정육·가공육·달걀,[KF365] 고기듬뿍 스모크햄 900g,35,8290,,,716.0,4.86
12274560317,1000120317,KF365,69,정육·가공육·달걀,[KF365] 한돈 뒷다리 찌개용 600g (냉장),10,7790,600.0,11685.0,312.0,4.87
12274558810,1000111817,KF365,70,정육·가공육·달걀,[KF365] 깐 메추리알 800g,0,9490,800.0,1186.0,417.0,4.87
12727279399,1001588861,KF365,71,정육·가공육·달걀,[KF365] 도톰 한돈 동그랑땡 500g(냉동),20,7900,500.0,30020.0,777.0,4.86
12274500201,5103615,KF365,72,정육·가공육·달걀,[KF365] 1+ 한우 양지 국거리용 300g(냉장),20,21520,300.0,136293.0,130.0,4.83
12273039560,1000336071,KF365,73,정육·가공육·달걀,[KF365] 춘천식 닭갈비 (냉동) 1.2kg (300g*4ea),15,16900,,,398.0,4.86
12274643385,1000832965,KF365,74,정육·가공육·달걀,[KF365] 한돈 앞다리 수육용 600g~(냉장),10,10980,600.0,16470.0,380.0,4.83
12274601305,1000367278,KF365,75,정육·가공육·달걀,[KF365] IQF 닭가슴살 (냉동) 2kg,0,19900,,,516.0,4.92
12274700469,1001363992,KF365,76,정육·가공육·달걀,[KF365] 무항생제 한돈 등심 카레용 200g*2 (냉장),20,7890,400.0,37478.0,133.0,4.79
12274600895,5151848,KF365,77,정육·가공육·달걀,[KF365] 1+등급 무항생제 대란 15구,10,5391,780.0,6220.0,1242.0,4.88
12274701370,1001363994,KF365,78,정육·가공육·달걀,[KF365] 무항생제 한돈 등심 잡채용 200g*2 (냉장),15,6950,400.0,24325.0,381.0,4.88
12274612764,1000475339,KF365,79,정육·가공육·달걀,[KF365] 1+ 한우 차돌박이 300g (냉동),11,26570,300.0,88567.0,270.0,4.68
12274701645,1001371948,KF365,80,정육·가공육·달걀,[KF365] 에어프라이어용 통 닭안심살 치킨까스 500g,29,7910,500.0,44296.0,448.0,4.91
12373922265,1001540433,KF365,81,정육·가공육·달걀,[KF365] 냉장고 필수 한돈 삼겹/목살/냉삼 4종 (택1),25,14900,600.0,59600.0,470.0,4.79
12274622346,1000590964,KF365,82,정육·가공육·달걀,[KF365] 무항생제 오리 슬라이스 700g (2입) (냉장),0,14590,700.0,2084.0,385.0,4.72
12274700607,1001363996,KF365,83,정육·가공육·달걀,[KF365] 무항생제 한돈 안심 장조림용 200g*2 (냉장),12,6990,400.0,19222.0,329.0,4.83
12274693320,1001293819,KF365,84,정육·가공육·달걀,[KF365] 1+등급 무항생제 초란 20구,0,7790,20.0,38950.0,314.0,4.74
12298411572,5103614,KF365,85,정육·가공육·달걀,[KF365] 1+ 한우 등심 300g(냉장),25,38960,300.0,311680.0,0.0,0.0
12274580350,1000198085,KF365,86,정육·가공육·달걀,[KF365] 1+ 한우 안심 스테이크 300g (냉장),21,49800,300.0,332000.0,148.0,4.73
12273090380,1000050988,KF365,87,정육·가공육·달걀,[KF365] 갈색 구운란 20구,6,10990,,,2432.0,4.82
13020538786,1001897848,KF365,88,정육·가공육·달걀,[KF365] LA 갈비 500g (냉동),18,18400,500.0,62560.0,120.0,4.78
12274640149,1000756184,KF365,89,정육·가공육·달걀,[KF365] 한돈 통 항정살 (수육용) 500g (냉장),14,29900,500.0,77740.0,142.0,4.76
12275341115,1001137126,KF365,90,정육·가공육·달걀,[KF365] 무항생제 닭다리살(정육) 슬라이스 구이 400g,20,6392,400.0,30362.0,375.0,4.86
12274705025,1001353834,KF365,91,정육·가공육·달걀,[KF365] 에어프라이어용 통안심카츠 280g(70g*4ea),24,7500,280.0,61607.0,160.0,4.76
12274580276,1000198087,KF365,92,정육·가공육·달걀,[KF365] 1+ 한우 채끝 스테이크 300g (냉장),20,47400,300.0,300200.0,102.0,4.66
12274606712,1000416223,KF365,93,정육·가공육·달걀,[KF365] 한돈 차돌 대패구이 1kg,22,24900,,,233.0,4.58
12299976199,1000137058,KF365,94,정육·가공육·달걀,[KF365] 한돈 삼겹살+목살 반반팩 700g,15,19900,700.0,39800.0,266.0,4.76
12275388168,5059676,KF365,95,정육·가공육·달걀,[KF365] 1등급 닭 윗날개(봉) 2종 (냉장),5,8645,500.0,6916.0,220.0,4.83
12274604072,1000403244,KF365,96,정육·가공육·달걀,[KF365] 한돈 가브리살 (수육/구이용) 500g,9,19900,500.0,31840.0,197.0,4.87
12338969415,1001447685,KF365,97,정육·가공육·달걀,[KF365] 미국산 돼지고기 삼겹살 구이용 1kg,24,16090,,,401.0,4.79
12275345199,5059675,KF365,98,정육·가공육·달걀,[KF365] 1등급 닭 안심살 2종  (냉장),5,7315,500.0,5852.0,255.0,4.84
12346835112,1001353836,KF365,99,정육·가공육·달걀,[KF365] 닭가슴살로 만든 닭갈비 600g (300g*2ea),10,8990,600.0,13485.0,170.0,4.8
12274528826,5145610,KF365,100,정육·가공육·달걀,[KF365] 한돈 삼겹살 찌개용 500g,25,11800,500.0,56640.0,95.0,4.84
12274590963,1000263760,KF365,101,정육·가공육·달걀,[KF365] 백색반숙란+갈색훈제란 20구 반반팩,0,11800,20.0,59000.0,165.0,4.81
12274567813,1000146983,KF365,102,정육·가공육·달걀,[KF365] 돌돌말이 대패 목심 (1kg),6,13900,,,531.0,4.86
12275413168,5059677,KF365,103,정육·가공육·달걀,[KF365] 1등급 닭 아랫날개(윙) 2종 (냉장),5,8645,500.0,6916.0,225.0,4.9
12275358298,1001201261,KF365,104,정육·가공육·달걀,[KF365] 미국산 돼지고기 삼겹살 구이용 2종,20,7990,400.0,37952.0,526.0,4.79
12274616661,1000530296,KF365,105,정육·가공육·달걀,[KF365] 에어프라이어용 치즈 폭탄 돈까스 300g (체다치즈),24,7590,300.0,58190.0,173.0,4.87
12275335177,1001297812,KF365,106,정육·가공육·달걀,[KF365] 무항생제 닭가슴살 슬라이스 구이 400g,0,6800,400.0,1700.0,36.0,4.78
12274617729,1000553729,KF365,107,정육·가공육·달걀,[KF365] 한돈 고추장양념 돼지불고기 (냉동) 1.2kg (300g*4ea),20,14680,,,92.0,4.71
12275455952,1001363965,KF365,108,정육·가공육·달걀,[KF365] 무항생제 한돈 삼겹살 구이용 2종 (냉장),27,26900,600.0,116567.0,230.0,4.81
12274679977,1001201257,KF365,109,정육·가공육·달걀,[KF365] 호주산 소고기 척아이롤 구이용 300g(냉장),28,8590,300.0,77310.0,1023.0,4.75
12346891015,1001251426,KF365,110,정육·가공육·달걀,[KF365] 수입산 소고기 & 돼지고기 냉장  가성비 구이류 골라담기,28,8590,,,258.0,4.79
12275421769,1000746954,KF365,111,정육·가공육·달걀,[KF365] 생 안심 돈까스 480g (120g*4입)(냉장),10,10710,480.0,20081.0,55.0,4.67
12338969482,1001447682,KF365,112,정육·가공육·달걀,[KF365] 미국산 돼지고기 목살 구이용 1kg,25,15790,,,304.0,4.86
12274701127,1001363975,KF365,113,정육·가공육·달걀,[KF365] 무항생제 한돈 목살 구이용 2종 (냉장),27,25900,600.0,112233.0,145.0,4.75
12275370578,1001401388,KF365,114,정육·가공육·달걀,[KF365] 미국산 돼지고기 목전지 수육용 1kg,25,11600,,,349.0,4.84
12274631028,1000669577,KF365,115,정육·가공육·달걀,[KF365] IQF 닭다리 (냉동) 1kg,0,12490,,,900.0,4.86
12274612955,1000480403,KF365,116,정육·가공육·달걀,[KF365] 한돈 뒷다리 대패 불고기용 1kg (냉동),16,10900,,,278.0,4.87
12701616780,1001541618,KF365,117,정육·가공육·달걀,[KF365] 에어프라이어용 닭가슴살 미니 카츠 500g,39,6000,500.0,45600.0,131.0,4.88
12275434952,1000144349,KF365,118,정육·가공육·달걀,[KF365] 한돈 오겹살(미박) 구이용 600g(냉장),20,15900,600.0,50350.0,94.0,4.87
12274701833,1001375193,KF365,119,정육·가공육·달걀,[KF365] 무항생제 닭가슴살 카레용 400g,0,6800,400.0,1700.0,31.0,4.9
12275346075,1000643217,KF365,120,정육·가공육·달걀,[KF365] 생 등심 치즈돈까스 4입 400g (냉장),10,9900,400.0,22275.0,57.0,4.77
12274677282,1001137122,KF365,121,정육·가공육·달걀,[KF365] 닭가슴살 샤브샤브 돌돌말이 400g (냉동),0,6860,400.0,1715.0,92.0,4.84
12275355109,1001300642,KF365,122,정육·가공육·달걀,[KF365] 무항생제 한돈 인기 요리용 7종 (택1)(냉장),26,16900,,,238.0,4.82
12275358298,1001201263,KF365,123,정육·가공육·달걀,[KF365] 미국산 돼지고기 목살 구이용 2종,25,15790,400.0,94740.0,526.0,4.79
12275344743,1001222519,KF365,124,정육·가공육·달걀,[골라담기] KF365 인기 고기 반찬 11종 (택1),24,7590,,,224.0,4.88
12274693839,1001300644,KF365,125,정육·가공육·달걀,[KF365] 한돈 칼집 삼겹살 600g (냉장),16,17900,600.0,44750.0,53.0,4.92
12274605051,1000403242,KF365,126,정육·가공육·달걀,[KF365] 한돈 생 갈비 600g(냉장),34,11590,600.0,63745.0,39.0,4.28
12274637781,1000767027,KF365,127,정육·가공육·달걀,[KF365] 1+ 한우 큐브 다짐육 300g(냉동),25,13640,300.0,109120.0,27.0,4.63
12274631879,1000669581,KF365,128,정육·가공육·달걀,[KF365] IQF 윙봉 콤보 (냉동) 1kg,0,12600,,,125.0,4.86
12275361717,1001417868,KF365,129,정육·가공육·달걀,"[골라담기] KF365 1+ 한우 등심/안심/채끝 3종, 택1",25,38960,300.0,311680.0,73.0,4.73
12274717060,1001404901,KF365,130,정육·가공육·달걀,[KF365] 무항생제 한돈 안심 스테이크용 200g*2 (냉장),15,7590,400.0,26565.0,58.0,4.95
12679313167,1001721321,KF365,131,정육·가공육·달걀,[KF365] 통다리살 훈제오리 스테이크 480g,15,14990,480.0,43721.0,38.0,4.61
12275379632,1001027144,KF365,132,정육·가공육·달걀,[KF365] 한돈 부위별 대용량 가성비 7종,26,23900,,,86.0,4.79
12275440807,1001363977,KF365,133,정육·가공육·달걀,[KF365] 무항생제 한돈 앞다리 수육용 600g (냉장),20,11800,600.0,37367.0,33.0,4.61
12274715318,1001401386,KF365,134,정육·가공육·달걀,[KF365] 미국산 돼지고기 삼겹살 찌개용 300g,18,6490,300.0,36777.0,110.0,4.65
12679315623,1001721319,KF365,135,정육·가공육·달걀,[KF365] 통가슴살 훈제오리 스테이크 450g,15,14990,450.0,46636.0,34.0,5.0
12275335281,1001300619,KF365,136,정육·가공육·달걀,[KF365] 무항생제 한돈 인기 구이용 3종 (택1)(냉장),26,16900,,,65.0,4.83
13154114739,1001998060,KF365,137,정육·가공육·달걀,[KF365] 오늘 낳은 무항생제 1+등급 대란 20구,10,7180,20.0,323100.0,25.0,4.72
12275361485,1000480399,KF365,138,정육·가공육·달걀,[KF365] 한돈 판 삼겹살 1.8kg(냉장),22,43900,,,22.0,4.73
12867151044,1001804014,KF365,139,정육·가공육·달걀,[KF365] 한돈 삼겹/목살/통갈매기 모둠 600g (냉장),20,19900,600.0,63017.0,23.0,4.87
13075646509,1001837077,KF365,140,정육·가공육·달걀,[KF365] 닭가슴살 1kg  2종 (10~11개입)(냉동),26,14700,,,147.0,4.82
12282900629,5059670,KF365,141,정육·가공육·달걀,[KF365] 1등급 생닭 두마리 1.3kg (냉장),5,13290,,,48.0,4.85
12275416653,1001202465,KF365,142,정육·가공육·달걀,[KF365] 온 가족 함께 즐기는 고기반찬 8종 모음 (택 1),20,14350,,,58.0,4.91
12274562713,1000318940,KF365,143,정육·가공육·달걀,[KF365] 무항생제 대란 반반팩 20구 (백색/갈색),0,7490,,,13680.0,4.87
12274671187,1001075191,KF365,144,정육·가공육·달걀,[KF365] 메추리알 오리지날 카츠 500g,24,9400,500.0,43240.0,53.0,4.7
12274562690,1000127447,KF365,145,정육·가공육·달걀,[KF365] 깐 계란 700g,12,7900,700.0,12414.0,40.0,4.88
12275440845,1001300646,KF365,146,정육·가공육·달걀,[KF365] 한돈 칼집 목살 600g (냉장),17,16500,600.0,44000.0,17.0,4.88
12867150894,1001804016,KF365,147,정육·가공육·달걀,[KF365] 한돈 삼겹/목살/등갈비 모둠 600g (냉장),20,18900,600.0,59850.0,16.0,4.63
12346836176,1000907114,KF365,148,정육·가공육·달걀,[KF365] 숯불 오리지널 쪽갈비 (냉동),27,10500,450.0,60667.0,18.0,4.44
12274633432,1000669894,KF365,149,정육·가공육·달걀,[KF365] 1+ 한우 채끝 대용량 1kg (냉장),23,127400,900.0,311422.0,10.0,4.9
12346836176,1001365080,KF365,150,정육·가공육·달걀,[KF365] 숯불 매콤 쪽갈비 450g (냉동),12,12990,450.0,31753.0,18.0,4.44
12274632172,1000669583,KF365,151,정육·가공육·달걀,[KF365] IQF 닭볶음탕용  (냉동) 2kg,9,14490,,,38.0,4.82
12274709252,1001363969,KF365,152,정육·가공육·달걀,[KF365] 무항생제 한돈 삼겹살 찌개용 200g*2 (냉장),10,12900,400.0,29025.0,11.0,4.82
12274692581,1001325981,KF365,153,정육·가공육·달걀,[KF365] 숯불 삼겹살 구이 300g (냉동),10,12980,300.0,38940.0,7.0,4.14
12274640340,1000780149,KF365,154,정육·가공육·달걀,[KF365] 한돈 앞다리 대용량 3kg(냉장),22,47900,,,12.0,4.83
13203752518,1001998058,KF365,155,정육·가공육·달걀,[KF365] 오늘 낳은 무항생제 1+등급 특란 20구,10,7580,20.0,341100.0,14.0,5.0
12275331634,1000630276,KF365,156,정육·가공육·달걀,[KF365] 1+ 한우 등심 큐브스테이크 300g(냉장),25,38960,300.0,311680.0,9.0,4.89
12274643385,1001296388,KF365,157,정육·가공육·달걀,[KF365] 한돈 앞다리 수육용 600g(냉장),10,10980,600.0,16470.0,380.0,4.83
12346836176,1001408410,KF365,158,정육·가공육·달걀,[KF365] 인기 숯불 고기 모음 3종 (택1),12,12990,,,18.0,4.44
12275365826,1000669892,KF365,159,정육·가공육·달걀,[KF365] 1+ 한우 등심 대용량 1kg (냉장),23,123600,900.0,302133.0,8.0,4.5
13109291797,1001874274,KF365,160,정육·가공육·달걀,[KF365] IQF 닭볶음탕용  (냉동) 1kg,0,8490,,,12.0,4.83
12275423961,1000630278,KF365,161,정육·가공육·달걀,[KF365] 1+ 한우 등심 스테이크 대용량 1kg(냉장),23,127400,1000.0,280280.0,0.0,0.0
12607298175,1001638408,KF365,162,정육·가공육·달걀,[KF365] 1+ 한우 양지 솥밥용 200g (냉장),24,14611,200.0,168026.0,7.0,4.43
12274601072,1000367276,KF365,163,정육·가공육·달걀,[KF365] IQF 닭안심살 (냉동) 2kg,0,19900,,,236.0,4.92
12274592602,1000304158,KF365,164,정육·가공육·달걀,[KF365] 구워나온 한돈 떡갈비 (1입/4입),14,2900,125.0,30160.0,49.0,4.65
12570679090,1000283519,KF365,165,정육·가공육·달걀,[KF365] 무항생제 1+등급 중란 20구,0,6690,20.0,33450.0,24.0,4.67
12274488227,1001987024,KF365,166,정육·가공육·달걀,[타임딜][KF365] 1+ 한우 차돌박이 300g (냉동),11,26570,300.0,88567.0,6356.0,4.81
12274636509,1000750847,KF365,1,수산·해산·건어물,[KF365] 항공직송 노르웨이 생연어 6종 (냉장) (택1),23,15300,,,3845.0,4.84
12274670046,1001090034,KF365,2,수산·해산·건어물,[KF365] 명인 명란 2종 (택1),11,6900,100.0,69000.0,2496.0,4.84
12274471755,5062739,KF365,3,수산·해산·건어물,[KF365] 고소한 파래도시락김 16봉,16,4900,4.0,1837500.0,2334.0,4.85
12274576641,1000176676,KF365,4,수산·해산·건어물,[KF365] 국산 손질오징어 300g (냉장),20,14250,,,454.0,4.83
12274564857,1000136534,KF365,5,수산·해산·건어물,[KF365] 간편한 6가지 해물 모듬,22,8490,600.0,29715.0,1448.0,4.83
12274636509,1000636865,KF365,6,수산·해산·건어물,[KF365] 노르웨이 생연어 스테이크 200g (냉장),21,12500,200.0,125000.0,3845.0,4.84
12274563859,1000133880,KF365,7,수산·해산·건어물,[KF365] 국산 손질 꽃게 2종 (냉동),26,10900,,,873.0,4.82
12274688566,1001303410,KF365,8,수산·해산·건어물,[KF365] 완도 전복 5종 (생물) (택1),39,9490,,,523.0,4.83
12346832741,1001325121,KF365,9,수산·해산·건어물,[KF365] 간편한 손질 오징어채 300g (냉동),17,8200,300.0,43733.0,765.0,4.78
12274603345,1000391696,KF365,10,수산·해산·건어물,[KF365] 백합조개 500g (생물),24,5190,500.0,23874.0,485.0,4.77
12274633144,1000679630,KF365,11,수산·해산·건어물,[KF365] 곱창 캔김 4종 (택1),22,4590,30.0,321300.0,819.0,4.83
12274636509,5138716,KF365,12,수산·해산·건어물,[KF365] 노르웨이 생연어회 200g (냉장),23,15300,200.0,168300.0,3845.0,4.84
12274542518,1000020737,KF365,13,수산·해산·건어물,[KF365] 기장 미역 80g,10,5300,80.0,59625.0,481.0,4.85
12274711112,1001387310,KF365,14,수산·해산·건어물,[KF365] 국산 손질 고등어 3종 (냉동) (택1),19,8500,130.0,117692.0,1061.0,4.77
12273077467,1000157120,KF365,15,수산·해산·건어물,[KF365] 제주토막갈치 3종 (냉동) (택1),11,14900,,,270.0,4.79
12443229177,1001517091,KF365,16,수산·해산·건어물,[KF365] 냉동 손질 오징어 4종 (택1),17,8200,,,674.0,4.83
12335533668,1000490544,KF365,17,수산·해산·건어물,[KF365] 참바지락 2종 (생물) (택1),23,4990,500.0,21956.0,405.0,4.84
